cb_person_default_on_file,person_home_ownership,person_income
N,RENT,40000
N,RENT,40000
N,RENT,34500
N,RENT,40800
N,RENT,42000
N,RENT,42000
N,RENT,43000
N,MORTGAGE,26400
N,RENT,45000
N,RENT,45000
Y,RENT,45000
N,RENT,40800
N,RENT,48000
Y,RENT,42000
N,RENT,49000
N,RENT,50000
Y,MORTGAGE,26400
N,MORTGAGE,26400
N,RENT,50400
N,RENT,51000
N,RENT,54000
N,RENT,56000
N,RENT,58000
N,RENT,64000
N,OWN,26400
N,RENT,69000
N,RENT,70399
N,RENT,72000
N,MORTGAGE,26453
Y,RENT,75000
N,RENT,87000
Y,MORTGAGE,26500
N,RENT,96000
N,RENT,38000
N,OWN,26500
N,RENT,14400
N,RENT,35000
N,RENT,77000
N,RENT,9960
N,MORTGAGE,26650
N,RENT,11000
N,MORTGAGE,26784
N,RENT,13000
N,RENT,14400
N,MORTGAGE,26796
N,RENT,14400
N,RENT,14400
N,RENT,15600
Y,OWN,26886
N,RENT,16200
N,RENT,16800
N,RENT,18000
Y,MORTGAGE,27000
N,RENT,20400
N,OWN,27000
N,OWN,27000
N,RENT,20400
N,RENT,21600
N,OWN,27000
Y,MORTGAGE,27000
Y,RENT,26400
N,RENT,27600
N,RENT,28000
N,OWN,27000
N,RENT,30000
N,MORTGAGE,27000
N,OWN,27000
N,RENT,30000
N,RENT,31200
N,RENT,31500
Y,RENT,32400
N,MORTGAGE,27000
N,OWN,27000
N,RENT,33000
N,RENT,34000
N,RENT,34000
N,RENT,34560
Y,RENT,29004
N,MORTGAGE,27000
Y,RENT,36000
N,RENT,36000
N,RENT,36000
N,RENT,40000
Y,RENT,34000
N,RENT,40000
N,RENT,43000
N,RENT,43200
N,MORTGAGE,27000
N,OWN,27000
Y,RENT,44664
N,RENT,39000
N,RENT,48000
N,MORTGAGE,27000
N,MORTGAGE,27000
N,RENT,55000
N,RENT,58000
N,RENT,58700
N,MORTGAGE,27000
N,RENT,60000
N,RENT,60000
N,RENT,100000
N,RENT,9600
N,RENT,41000
Y,RENT,45000
N,RENT,50000
Y,RENT,54000
Y,OTHER,27048
N,RENT,64000
N,RENT,89000
Y,RENT,24000
N,RENT,26000
N,RENT,44400
N,MORTGAGE,27138
N,RENT,51500
N,RENT,23004
N,RENT,42000
N,RENT,69600
N,RENT,10000
N,MORTGAGE,27302
Y,RENT,14650
N,MORTGAGE,27350
N,MORTGAGE,27360
N,MORTGAGE,27442
N,MORTGAGE,27500
Y,RENT,30000
N,RENT,30000
N,MORTGAGE,27500
Y,RENT,33000
N,RENT,40000
N,RENT,40044
N,OTHER,27568
N,RENT,35652
N,RENT,45000
Y,MORTGAGE,27600
N,OWN,27600
N,OWN,27600
N,RENT,42000
N,MORTGAGE,27600
N,MORTGAGE,27600
Y,MORTGAGE,27600
Y,RENT,125000
N,RENT,10000
N,RENT,21600
N,RENT,30000
N,RENT,47000
N,MORTGAGE,27600
N,RENT,55560
N,RENT,101000
Y,RENT,27000
N,RENT,27040
N,RENT,27996
Y,RENT,28000
N,OWN,27600
N,RENT,28500
N,OWN,27600
Y,MORTGAGE,27600
N,RENT,28596
N,RENT,28800
N,RENT,30000
N,RENT,30000
N,OWN,27800
Y,RENT,30000
Y,RENT,30000
Y,RENT,30000
N,RENT,30000
N,RENT,31000
N,MORTGAGE,27983
N,RENT,31200
N,RENT,31500
N,RENT,32000
Y,OWN,27996
N,RENT,32000
Y,RENT,32000
N,RENT,32304
N,RENT,33000
N,OWN,27996
Y,OWN,27996
N,OWN,27996
N,MORTGAGE,27996
N,MORTGAGE,27996
N,RENT,33600
N,RENT,33996
N,RENT,34942
N,RENT,35000
N,RENT,35000
N,RENT,35000
N,MORTGAGE,27996
N,RENT,35000
Y,RENT,29004
N,RENT,36000
N,RENT,36000
N,OWN,28000
N,RENT,36000
Y,RENT,30996
Y,RENT,38000
N,MORTGAGE,28000
N,MORTGAGE,28000
N,MORTGAGE,28000
N,RENT,38000
N,OWN,28000
Y,RENT,39000
N,RENT,33996
Y,RENT,40000
Y,MORTGAGE,28000
N,MORTGAGE,28000
N,RENT,34000
N,RENT,40000
N,RENT,40000
Y,RENT,34980
N,MORTGAGE,28000
N,MORTGAGE,28000
N,RENT,41004
N,RENT,42000
Y,RENT,36000
N,RENT,42000
N,RENT,42769
N,MORTGAGE,28000
N,RENT,44400
N,MORTGAGE,28000
N,RENT,39000
N,MORTGAGE,28000
N,RENT,45000
N,RENT,45000
N,RENT,48000
Y,RENT,42000
Y,RENT,42500
Y,RENT,48720
N,RENT,50000
N,RENT,50400
N,RENT,50500
Y,RENT,51600
Y,RENT,51996
N,OWN,28000
N,MORTGAGE,28000
N,RENT,52000
Y,RENT,54000
N,MORTGAGE,28000
N,OWN,28000
N,RENT,54000
N,MORTGAGE,28000
Y,RENT,54000
N,OTHER,28000
N,RENT,55400
N,RENT,57000
Y,RENT,51000
N,RENT,57160
N,RENT,57996
N,RENT,58000
Y,RENT,60000
N,RENT,63000
N,RENT,63128
N,RENT,71000
Y,RENT,69764
N,OWN,28176
N,MORTGAGE,28296
Y,RENT,96000
N,RENT,155004
N,RENT,10008
N,MORTGAGE,28440
N,RENT,12000
N,RENT,14400
N,RENT,15120
N,RENT,15360
Y,RENT,21600
N,OWN,28500
N,RENT,22800
N,RENT,20000
N,OWN,28500
N,MORTGAGE,28500
N,RENT,24960
Y,RENT,28800
N,RENT,46300
N,RENT,60000
N,MORTGAGE,28596
N,RENT,17688
N,RENT,18600
N,MORTGAGE,28644
N,RENT,45000
N,MORTGAGE,28692
N,RENT,9600
N,MORTGAGE,28776
N,OWN,28800
N,RENT,9840
N,OWN,28800
Y,RENT,10000
Y,RENT,10000
N,MORTGAGE,28800
N,RENT,10008
N,RENT,17000
N,RENT,22000
Y,RENT,22800
N,RENT,96000
N,RENT,22800
N,RENT,40000
Y,RENT,45000
N,MORTGAGE,28800
N,RENT,14400
N,MORTGAGE,28800
N,MORTGAGE,28800
N,MORTGAGE,28800
N,RENT,18000
N,MORTGAGE,28800
Y,RENT,18000
N,RENT,18000
N,OWN,28800
N,MORTGAGE,28800
N,MORTGAGE,28800
N,RENT,21000
N,MORTGAGE,28800
N,OWN,28800
N,RENT,22584
N,MORTGAGE,28800
N,RENT,24000
N,RENT,25000
N,MORTGAGE,28800
N,OWN,28800
N,RENT,28000
N,RENT,45000
Y,RENT,45000
N,OWN,28800
N,MORTGAGE,28800
Y,RENT,45000
N,OWN,28800
N,RENT,45336
N,RENT,48000
Y,RENT,48000
N,RENT,50960
Y,MORTGAGE,28800
N,RENT,57000
N,RENT,58000
N,RENT,71004
N,RENT,73000
N,RENT,75000
N,RENT,75000
Y,MORTGAGE,28800
N,RENT,14400
N,MORTGAGE,28800
Y,RENT,19200
N,MORTGAGE,28800
N,RENT,35000
N,RENT,13200
Y,RENT,14400
Y,RENT,19392
N,RENT,26500
Y,RENT,32000
N,RENT,30000
N,RENT,42000
N,RENT,16800
N,MORTGAGE,28880
Y,RENT,31200
Y,MORTGAGE,28900
Y,MORTGAGE,28932
N,RENT,10000
N,MORTGAGE,28989
N,RENT,12000
N,RENT,12000
N,RENT,14000
N,MORTGAGE,29000
N,RENT,14400
N,RENT,14400
N,MORTGAGE,29000
N,RENT,14400
N,RENT,14400
N,RENT,14400
N,MORTGAGE,29000
N,RENT,14400
N,RENT,15000
N,RENT,15600
Y,RENT,15915
Y,RENT,15996
N,RENT,17616
N,RENT,18000
N,RENT,18000
N,RENT,18000
N,RENT,18000
Y,RENT,19176
N,MORTGAGE,29000
N,RENT,19200
N,RENT,19200
N,RENT,19200
N,RENT,19728
N,RENT,20000
N,RENT,20004
N,MORTGAGE,29004
N,MORTGAGE,29004
N,MORTGAGE,29004
Y,RENT,21000
Y,OWN,29004
N,RENT,21600
N,RENT,21600
N,RENT,22000
N,RENT,22000
N,RENT,22004
Y,RENT,23040
N,RENT,23587
N,RENT,24000
N,RENT,24000
N,RENT,24000
Y,RENT,24000
N,OWN,29120
Y,RENT,24000
Y,MORTGAGE,29124
N,RENT,24000
Y,RENT,24000
Y,RENT,24000
N,OWN,29184
N,MORTGAGE,29200
N,MORTGAGE,29232
N,RENT,24000
N,MORTGAGE,29328
Y,RENT,24000
Y,RENT,24000
N,RENT,24432
Y,RENT,24702
N,RENT,25000
N,RENT,25000
Y,RENT,25200
N,RENT,25500
N,OWN,29553
Y,RENT,26000
Y,MORTGAGE,29664
N,OTHER,29666
N,RENT,26496
N,RENT,27600
N,RENT,28800
N,RENT,30000
N,RENT,30000
N,RENT,30000
Y,MORTGAGE,29952
N,RENT,30000
Y,RENT,30000
N,MORTGAGE,29996
Y,RENT,82000
Y,RENT,70550
N,RENT,95000
N,RENT,95000
Y,RENT,95000
N,MORTGAGE,30000
N,MORTGAGE,30000
N,OWN,30000
N,RENT,83600
N,RENT,96000
Y,RENT,84000
N,RENT,96000
N,RENT,97440
N,RENT,99000
Y,RENT,100000
N,MORTGAGE,30000
N,RENT,100000
N,RENT,100000
N,RENT,88000
N,MORTGAGE,30000
Y,RENT,100000
N,RENT,100000
N,RENT,100896
N,RENT,102000
N,OWN,30000
N,RENT,105000
Y,RENT,105504
N,MORTGAGE,30000
N,RENT,108820
N,RENT,109000
N,RENT,110000
N,RENT,98000
N,RENT,111000
N,RENT,118300
N,RENT,120000
N,RENT,120000
N,RENT,121000
N,RENT,122000
N,RENT,125000
N,MORTGAGE,30000
N,MORTGAGE,30000
N,RENT,125000
N,RENT,118000
N,RENT,123000
Y,RENT,140000
N,MORTGAGE,30000
N,MORTGAGE,30000
N,MORTGAGE,30000
N,RENT,156000
N,RENT,148000
N,RENT,200004
N,RENT,210000
N,MORTGAGE,30000
N,RENT,165000
Y,RENT,33996
N,RENT,55000
N,RENT,58900
N,MORTGAGE,30000
N,RENT,31500
N,RENT,28800
N,MORTGAGE,30000
N,MORTGAGE,30000
N,MORTGAGE,30000
N,RENT,30000
N,RENT,30000
Y,RENT,30000
N,RENT,30000
N,RENT,30972
Y,RENT,31200
N,MORTGAGE,30000
N,RENT,32000
N,RENT,32000
N,RENT,32000
N,RENT,32000
N,RENT,32640
N,MORTGAGE,30000
N,RENT,33000
Y,RENT,33000
N,RENT,33000
N,RENT,40000
N,RENT,40000
N,RENT,40000
N,RENT,50400
N,RENT,50450
N,RENT,53000
N,RENT,53117
N,RENT,55000
N,OWN,30000
N,RENT,56496
N,RENT,57000
Y,RENT,57450
N,RENT,58020
Y,RENT,60000
N,RENT,60000
Y,RENT,54000
N,OWN,30000
N,RENT,61000
N,RENT,62000
N,RENT,62000
N,RENT,62400
N,MORTGAGE,30000
N,RENT,57996
Y,RENT,65000
N,RENT,65000
N,RENT,67000
N,RENT,70000
N,MORTGAGE,30000
N,MORTGAGE,30000
Y,RENT,70000
N,MORTGAGE,30000
N,RENT,70000
N,RENT,70028
N,RENT,75000
N,RENT,75000
N,OWN,30000
N,RENT,75000
N,RENT,76248
N,MORTGAGE,30000
N,MORTGAGE,30000
Y,MORTGAGE,30000
N,MORTGAGE,30000
N,RENT,80000
N,RENT,80000
N,RENT,80004
Y,RENT,89100
N,RENT,90000
Y,RENT,99996
N,RENT,100000
N,RENT,101424
N,RENT,108000
N,MORTGAGE,30000
N,OWN,30000
N,RENT,130000
N,RENT,25000
N,MORTGAGE,30000
N,RENT,10000
N,RENT,12000
N,RENT,14400
Y,RENT,15000
N,RENT,21600
N,OWN,30000
Y,RENT,23000
N,RENT,24000
N,MORTGAGE,30000
N,RENT,33600
N,RENT,34560
N,MORTGAGE,30000
N,RENT,40000
N,RENT,44400
N,OWN,30000
N,RENT,45000
N,RENT,52800
N,RENT,60000
N,RENT,60000
N,OWN,30000
N,RENT,54000
N,MORTGAGE,30000
N,RENT,80000
N,RENT,87000
N,RENT,79050
N,RENT,110000
N,MORTGAGE,30000
N,RENT,43000
N,RENT,17772
Y,RENT,57600
N,RENT,28800
N,MORTGAGE,30000
N,RENT,30000
N,RENT,30000
N,MORTGAGE,30000
N,RENT,30000
N,RENT,30000
N,RENT,32000
N,MORTGAGE,30000
N,RENT,32000
N,RENT,32400
N,RENT,32500
N,RENT,34000
N,MORTGAGE,30000
N,RENT,37000
N,RENT,37000
N,RENT,37148
N,RENT,37947
N,RENT,39000
N,RENT,39900
N,RENT,40000
N,RENT,40000
Y,RENT,40000
Y,RENT,34000
N,OWN,30000
Y,MORTGAGE,30000
N,MORTGAGE,30000
N,MORTGAGE,30000
Y,RENT,34400
N,OWN,30000
N,RENT,41000
N,RENT,41340
N,RENT,12000
Y,RENT,15000
N,RENT,15000
N,RENT,16200
N,RENT,22000
Y,RENT,24000
N,RENT,26004
N,RENT,27500
Y,RENT,27996
N,RENT,35360
N,RENT,38400
Y,MORTGAGE,30000
N,RENT,39000
N,RENT,39270
Y,MORTGAGE,30000
N,OWN,30000
N,RENT,46080
N,RENT,55000
N,MORTGAGE,30000
N,MORTGAGE,30000
N,RENT,75000
N,RENT,52500
Y,MORTGAGE,30000
N,RENT,16000
N,RENT,29140
N,RENT,42000
N,RENT,14000
N,RENT,25920
Y,OWN,30000
N,RENT,30000
N,RENT,34416
N,RENT,36400
N,RENT,62400
N,OWN,30000
Y,RENT,78000
N,MORTGAGE,30000
N,MORTGAGE,30000
N,RENT,14400
Y,RENT,44400
N,RENT,12000
N,MORTGAGE,30000
N,RENT,13000
N,RENT,13288
Y,MORTGAGE,30000
N,MORTGAGE,30000
N,RENT,15648
N,RENT,16428
Y,RENT,16800
N,MORTGAGE,30000
N,MORTGAGE,30000
Y,RENT,18000
Y,MORTGAGE,30000
N,MORTGAGE,30000
N,RENT,18000
Y,RENT,18000
N,MORTGAGE,30000
N,RENT,20000
N,MORTGAGE,30000
N,RENT,21600
N,RENT,21600
N,RENT,21996
N,MORTGAGE,30000
N,RENT,22790
N,RENT,22800
N,MORTGAGE,30000
N,RENT,23000
N,RENT,24000
Y,RENT,25000
N,OWN,30000
Y,RENT,25000
N,RENT,25000
N,RENT,26000
Y,RENT,26400
N,RENT,26400
N,RENT,27259
N,RENT,28000
Y,RENT,28800
Y,RENT,30000
Y,RENT,30000
Y,RENT,30000
N,RENT,30720
N,MORTGAGE,30000
Y,RENT,30720
N,RENT,32000
Y,RENT,32400
N,RENT,32995
N,OWN,30000
Y,RENT,35000
N,RENT,35000
N,MORTGAGE,30000
Y,RENT,37800
N,RENT,40000
N,RENT,40000
N,MORTGAGE,30000
N,MORTGAGE,30000
Y,RENT,40000
N,MORTGAGE,30000
N,RENT,34000
N,RENT,41300
Y,RENT,41600
N,MORTGAGE,30000
N,MORTGAGE,30000
N,MORTGAGE,30000
N,MORTGAGE,30000
Y,MORTGAGE,30000
N,MORTGAGE,30000
N,MORTGAGE,30000
N,RENT,43000
N,RENT,37080
N,RENT,44000
Y,RENT,44004
N,MORTGAGE,30000
N,RENT,45000
N,RENT,46000
Y,RENT,47000
Y,MORTGAGE,30000
N,RENT,48000
Y,MORTGAGE,30000
N,RENT,48000
Y,RENT,48000
N,RENT,49800
N,RENT,52000
N,MORTGAGE,30000
N,RENT,54000
N,RENT,54500
N,RENT,56000
N,RENT,57500
N,RENT,60000
Y,RENT,54000
N,RENT,54000
N,MORTGAGE,30000
N,RENT,63000
N,RENT,63300
N,RENT,66000
Y,RENT,67000
Y,RENT,70000
N,MORTGAGE,30000
N,RENT,95000
N,RENT,95000
N,RENT,95000
Y,RENT,87999
N,RENT,36000
Y,RENT,16000
N,RENT,24000
N,RENT,10800
N,RENT,12000
N,RENT,12540
Y,RENT,12600
N,RENT,95000
N,RENT,31000
N,RENT,38000
N,RENT,43000
N,RENT,45312
N,OWN,30200
N,MORTGAGE,30200
Y,RENT,51000
N,MORTGAGE,30280
N,MORTGAGE,30288
Y,OWN,30288
N,MORTGAGE,30300
N,RENT,53000
N,RENT,57000
N,RENT,57772
N,RENT,60000
N,RENT,68000
N,RENT,68000
N,RENT,71000
Y,RENT,77508
N,MORTGAGE,30576
N,RENT,100000
N,RENT,185000
N,RENT,35000
Y,MORTGAGE,30652
Y,RENT,29000
N,RENT,29000
N,RENT,35000
N,RENT,38000
N,MORTGAGE,30720
N,RENT,50000
N,RENT,33000
Y,RENT,39875
Y,RENT,54000
N,RENT,24000
N,MORTGAGE,30873
Y,RENT,30000
N,RENT,33300
Y,RENT,37500
N,RENT,38400
N,RENT,40000
N,RENT,40000
Y,RENT,35000
Y,RENT,40000
N,OWN,30996
N,OWN,30996
N,RENT,31500
N,RENT,44248
N,RENT,46596
N,RENT,60000
N,RENT,60000
N,MORTGAGE,31000
Y,RENT,54000
N,RENT,62000
N,MORTGAGE,31000
N,RENT,72000
N,RENT,75000
N,RENT,76000
N,OWN,31000
N,MORTGAGE,31000
N,RENT,80952
N,RENT,71040
N,MORTGAGE,31000
N,MORTGAGE,31000
N,MORTGAGE,31000
N,RENT,135000
Y,RENT,24000
N,MORTGAGE,31000
N,RENT,24000
Y,MORTGAGE,31000
N,MORTGAGE,31000
Y,RENT,28000
N,RENT,28000
N,RENT,28800
N,MORTGAGE,31000
Y,RENT,30000
Y,RENT,31200
N,RENT,33800
N,RENT,34000
N,RENT,35000
N,RENT,36000
N,MORTGAGE,31000
N,RENT,36000
N,MORTGAGE,31000
N,MORTGAGE,31000
Y,RENT,30000
N,RENT,36000
N,MORTGAGE,31000
N,RENT,37000
N,MORTGAGE,31164
N,RENT,38000
N,RENT,38400
N,RENT,38400
N,MORTGAGE,31200
N,RENT,39000
N,RENT,40000
N,RENT,40000
Y,MORTGAGE,31200
Y,RENT,40800
N,MORTGAGE,31200
N,RENT,36000
N,RENT,42000
Y,RENT,43000
N,RENT,37200
N,RENT,44000
N,RENT,44100
N,RENT,39000
N,MORTGAGE,31200
N,RENT,46000
N,MORTGAGE,31200
Y,RENT,46540
N,MORTGAGE,31200
N,RENT,48000
N,MORTGAGE,31200
N,RENT,48000
N,RENT,49000
N,RENT,44000
N,RENT,20640
N,MORTGAGE,31200
N,RENT,21600
N,RENT,21996
N,RENT,22000
N,MORTGAGE,31200
N,RENT,22000
N,RENT,22000
N,RENT,22200
N,RENT,22406
N,RENT,24000
N,MORTGAGE,31200
N,RENT,24000
N,MORTGAGE,31200
N,OWN,31200
N,MORTGAGE,31200
N,RENT,24960
Y,MORTGAGE,31200
N,RENT,24996
N,RENT,24996
N,RENT,25000
Y,RENT,25000
N,RENT,25000
N,OWN,31215
N,MORTGAGE,31303
Y,MORTGAGE,31356
N,RENT,26400
N,RENT,26940
N,RENT,27000
N,RENT,27024
N,MORTGAGE,31500
N,RENT,27200
N,MORTGAGE,31500
N,OWN,31500
Y,RENT,28200
N,RENT,28500
N,RENT,29000
N,RENT,29000
N,RENT,30000
N,MORTGAGE,31500
Y,RENT,31000
N,RENT,31200
N,MORTGAGE,31544
N,OWN,31577
N,RENT,32000
N,RENT,33000
Y,RENT,33448
Y,RENT,33500
Y,RENT,34368
N,MORTGAGE,31776
N,RENT,34800
N,RENT,35000
N,RENT,35000
N,RENT,29000
N,RENT,30000
N,RENT,30000
Y,RENT,30000
Y,MORTGAGE,31920
N,RENT,37000
N,RENT,37225
N,OTHER,31992
Y,RENT,32000
N,RENT,38060
N,RENT,39200
N,MORTGAGE,32000
N,RENT,40000
N,RENT,40000
N,RENT,40000
N,MORTGAGE,32000
Y,RENT,34000
N,RENT,35500
N,RENT,36000
N,RENT,42000
N,MORTGAGE,32000
N,RENT,42000
N,RENT,42000
Y,RENT,42000
N,RENT,36228
N,MORTGAGE,32000
N,RENT,42500
N,RENT,43000
N,RENT,37000
N,RENT,45000
N,MORTGAGE,32000
N,MORTGAGE,32000
N,MORTGAGE,32000
Y,RENT,45000
N,RENT,46000
Y,RENT,46500
Y,RENT,47004
N,MORTGAGE,32000
N,RENT,48000
Y,RENT,49500
N,MORTGAGE,32000
N,RENT,45630
N,RENT,51873
N,MORTGAGE,32000
Y,RENT,52000
Y,RENT,46180
N,RENT,54000
Y,RENT,54000
N,MORTGAGE,32000
Y,RENT,54996
N,RENT,48996
N,RENT,55000
N,RENT,55000
N,RENT,49000
Y,RENT,57600
N,MORTGAGE,32000
N,RENT,59000
Y,RENT,60000
N,RENT,60000
N,RENT,61000
Y,MORTGAGE,32000
N,MORTGAGE,32000
N,RENT,63000
N,RENT,64000
N,RENT,65004
N,RENT,69996
N,MORTGAGE,32000
Y,RENT,54400
N,MORTGAGE,32000
N,RENT,64000
N,RENT,70082
N,RENT,79800
N,RENT,82400
N,RENT,85000
N,RENT,92500
N,MORTGAGE,32000
N,RENT,112995
N,RENT,121000
Y,RENT,200004
N,RENT,10560
Y,RENT,13000
Y,RENT,13380
N,RENT,14400
N,MORTGAGE,32000
N,RENT,14800
Y,RENT,15000
N,MORTGAGE,32000
N,RENT,15600
N,MORTGAGE,32000
Y,RENT,20800
N,OWN,32000
Y,RENT,21168
N,RENT,23000
N,RENT,23760
N,RENT,24000
N,MORTGAGE,32000
N,MORTGAGE,32000
N,MORTGAGE,32000
Y,MORTGAGE,32000
N,RENT,26500
N,RENT,27000
N,OWN,32000
Y,MORTGAGE,32000
N,RENT,28800
N,RENT,29376
Y,RENT,30000
Y,RENT,19200
N,MORTGAGE,32004
N,MORTGAGE,32004
N,RENT,45000
N,OWN,32004
N,RENT,90000
Y,RENT,28000
Y,RENT,36800
N,MORTGAGE,32004
N,RENT,66000
N,MORTGAGE,32004
N,RENT,19000
N,RENT,31200
N,RENT,31500
N,RENT,50000
N,RENT,27000
N,MORTGAGE,32004
N,OWN,32004
N,RENT,25000
N,RENT,49800
N,MORTGAGE,32112
N,RENT,10000
N,MORTGAGE,32198
N,RENT,12000
N,RENT,12000
N,RENT,13200
N,OWN,32268
N,RENT,14000
Y,RENT,14400
Y,MORTGAGE,32352
N,RENT,14400
N,MORTGAGE,32388
N,RENT,14400
N,RENT,15000
N,RENT,15000
N,MORTGAGE,32400
Y,MORTGAGE,32400
N,MORTGAGE,32400
N,MORTGAGE,32400
N,MORTGAGE,32400
Y,RENT,16080
N,MORTGAGE,32400
Y,RENT,16320
N,RENT,17280
N,RENT,17400
N,RENT,17520
N,RENT,17916
N,RENT,18000
N,RENT,18000
N,MORTGAGE,32400
N,MORTGAGE,32400
Y,RENT,18000
Y,RENT,18000
Y,RENT,18000
N,MORTGAGE,32450
N,RENT,18000
N,RENT,18000
N,RENT,18000
N,RENT,18000
N,MORTGAGE,32500
N,RENT,18008
N,MORTGAGE,32500
N,RENT,18864
N,MORTGAGE,32500
N,RENT,19000
Y,RENT,19200
N,RENT,19200
N,MORTGAGE,32500
N,MORTGAGE,32500
N,MORTGAGE,32500
N,RENT,19200
Y,RENT,19200
N,RENT,20000
N,RENT,20004
N,RENT,20004
N,RENT,20800
N,MORTGAGE,32760
N,RENT,21000
Y,RENT,21000
N,RENT,21600
N,MORTGAGE,32900
N,OWN,32968
N,RENT,22000
N,RENT,22800
N,RENT,23000
N,RENT,23000
N,OWN,33000
N,RENT,30000
N,RENT,30000
Y,RENT,30000
N,RENT,30000
N,MORTGAGE,33000
N,RENT,30000
N,RENT,30000
N,RENT,30000
N,RENT,30000
Y,RENT,30000
N,RENT,30000
N,RENT,30000
N,RENT,30000
Y,RENT,30000
N,RENT,30000
Y,RENT,30000
N,RENT,30000
N,OWN,33000
N,MORTGAGE,33000
N,MORTGAGE,33000
N,RENT,30000
N,RENT,30000
N,MORTGAGE,33000
N,RENT,30960
N,MORTGAGE,33000
Y,RENT,31131
N,OWN,33000
N,RENT,31200
N,RENT,31200
N,RENT,31356
N,MORTGAGE,33000
N,MORTGAGE,33000
N,MORTGAGE,33000
N,RENT,32000
Y,RENT,32000
N,MORTGAGE,33000
N,RENT,32004
N,RENT,32400
N,RENT,32400
N,RENT,32640
N,RENT,33000
N,MORTGAGE,33000
N,RENT,33000
N,RENT,33000
N,RENT,33189
N,RENT,34008
N,RENT,34500
N,RENT,29000
N,RENT,35000
N,RENT,35000
N,RENT,35000
Y,RENT,29244
N,RENT,35256
N,RENT,36000
N,RENT,36000
N,RENT,36000
Y,RENT,36000
Y,MORTGAGE,33000
N,RENT,36600
N,RENT,37000
N,MORTGAGE,33000
N,RENT,37000
N,RENT,31000
N,RENT,38000
N,RENT,38000
N,RENT,38000
N,MORTGAGE,33000
N,MORTGAGE,33000
N,MORTGAGE,33000
Y,RENT,38400
N,RENT,38748
N,MORTGAGE,33000
N,RENT,33000
Y,RENT,39996
N,MORTGAGE,33000
N,OWN,33012
N,RENT,40000
N,RENT,40000
Y,MORTGAGE,33098
N,RENT,40000
N,MORTGAGE,33168
N,RENT,40000
N,RENT,40000
N,RENT,37000
N,RENT,43000
N,RENT,37000
N,RENT,37000
Y,RENT,43200
Y,RENT,43200
N,RENT,43500
N,RENT,43500
N,MORTGAGE,33280
N,RENT,43949
N,RENT,44000
Y,OWN,33300
N,MORTGAGE,33316
Y,OWN,33321
N,MORTGAGE,33360
N,MORTGAGE,33360
N,RENT,45000
N,MORTGAGE,33390
N,RENT,45000
N,RENT,45000
N,RENT,45000
Y,RENT,39000
Y,RENT,39000
N,RENT,45000
N,RENT,45000
N,RENT,39327
N,MORTGAGE,33600
Y,RENT,39996
N,MORTGAGE,33600
N,OWN,33600
N,MORTGAGE,33600
N,RENT,40000
N,RENT,46250
N,MORTGAGE,33600
N,RENT,47000
Y,RENT,47208
N,OWN,33600
N,RENT,47500
N,MORTGAGE,33600
Y,RENT,42000
N,MORTGAGE,33600
N,RENT,48000
N,RENT,48000
Y,RENT,48000
N,RENT,48000
N,RENT,48000
N,MORTGAGE,33600
N,RENT,49800
N,RENT,50000
N,RENT,44000
N,RENT,50000
N,RENT,44000
N,RENT,50000
N,MORTGAGE,33600
N,RENT,44000
N,MORTGAGE,33600
Y,RENT,50000
N,RENT,50000
N,RENT,50000
N,RENT,51000
N,RENT,51600
Y,RENT,51600
N,RENT,51684
Y,RENT,45996
N,RENT,51996
N,MORTGAGE,33640
N,RENT,52000
Y,RENT,52000
N,MORTGAGE,33685
N,RENT,48600
N,RENT,48609
N,MORTGAGE,33800
N,RENT,48645
N,MORTGAGE,33800
Y,OWN,33800
N,RENT,48672
Y,RENT,49200
N,MORTGAGE,33990
N,RENT,49600
Y,MORTGAGE,33996
N,RENT,50000
N,RENT,50000
N,OWN,33996
N,MORTGAGE,33996
Y,OWN,33996
N,RENT,50000
N,RENT,50000
N,RENT,50000
N,RENT,44000
N,RENT,50000
N,RENT,44000
N,RENT,50000
N,RENT,50000
N,RENT,44000
N,RENT,50000
Y,RENT,50000
N,RENT,50004
Y,RENT,44004
N,RENT,44004
N,RENT,50361
N,MORTGAGE,34000
N,RENT,50400
N,RENT,50500
N,MORTGAGE,34000
N,MORTGAGE,34000
N,MORTGAGE,34000
N,RENT,51000
N,RENT,45449
N,RENT,51996
N,RENT,52000
N,MORTGAGE,34000
N,RENT,52000
N,OWN,34000
N,MORTGAGE,34000
Y,RENT,52000
N,MORTGAGE,34000
Y,RENT,52000
N,MORTGAGE,34000
Y,RENT,46800
N,MORTGAGE,34000
N,MORTGAGE,34000
Y,RENT,47000
N,RENT,53000
Y,RENT,53000
N,MORTGAGE,34000
Y,RENT,53000
Y,RENT,54000
N,RENT,54000
Y,MORTGAGE,34000
N,RENT,54000
N,RENT,54000
N,RENT,54000
Y,RENT,48400
Y,MORTGAGE,34000
N,RENT,54996
N,MORTGAGE,34000
N,RENT,54996
N,MORTGAGE,34000
N,RENT,54996
N,RENT,55000
N,MORTGAGE,34000
N,MORTGAGE,34000
N,RENT,55000
N,MORTGAGE,34000
N,RENT,55000
N,MORTGAGE,34000
N,RENT,49000
Y,OWN,34000
N,RENT,55008
N,RENT,55032
N,OWN,34056
N,RENT,55555
N,RENT,56000
N,MORTGAGE,34174
N,MORTGAGE,34200
N,RENT,56000
N,RENT,56000
N,RENT,56000
