person_home_ownership,person_income,loan_int_rate
RENT,36900,7.9
RENT,38000,12.87
RENT,39000,15.65
RENT,39996,10.71
OWN,25000,11.89
OWN,25000,12.53
RENT,40000,11.71
RENT,40000,12.99
RENT,40000,8.88
RENT,40000,11.83
RENT,34000,13.24
RENT,41900,12.84
RENT,42494,11.71
MORTGAGE,25000,9.32
OWN,25000,9.63
RENT,42856,8.9
RENT,43000,11.49
OWN,25000,10.95
MORTGAGE,25000,9.32
RENT,44000,8.49
RENT,44000,7.49
MORTGAGE,25000,12.09
MORTGAGE,25000,
RENT,38400,11.54
MORTGAGE,25000,8.0
RENT,39000,19.91
RENT,45000,10.59
OWN,25000,9.33
RENT,39000,13.06
MORTGAGE,25040,5.79
OWN,25062,16.49
OWN,25100,14.59
OWN,25104,16.49
RENT,39000,11.36
RENT,39000,14.11
MORTGAGE,25200,6.03
RENT,48000,10.0
RENT,42000,16.0
RENT,50000,17.58
OWN,25200,15.23
MORTGAGE,25200,7.49
RENT,50000,13.99
OWN,25200,15.99
RENT,50000,10.62
RENT,44000,16.35
RENT,51000,13.85
RENT,45000,16.45
RENT,52000,15.7
RENT,53000,7.9
RENT,54000,
MORTGAGE,25200,12.73
RENT,49000,
RENT,55000,
RENT,55000,8.94
MORTGAGE,25200,14.26
MORTGAGE,25200,13.92
RENT,58000,
RENT,52000,13.98
OWN,25200,11.48
MORTGAGE,25200,11.48
RENT,52500,12.69
RENT,60000,7.49
RENT,54000,15.65
RENT,54000,14.83
MORTGAGE,25344,16.49
RENT,61000,
RENT,62000,7.49
MORTGAGE,25480,9.99
MORTGAGE,25500,13.49
MORTGAGE,25500,6.99
RENT,57175,17.15
MORTGAGE,25500,11.91
RENT,57336,17.27
MORTGAGE,25568,13.47
RENT,64000,10.74
RENT,58575,19.47
RENT,64800,10.37
RENT,65000,9.91
MORTGAGE,25632,9.91
RENT,65000,8.49
OWN,25788,12.18
RENT,65000,7.88
RENT,59000,16.45
RENT,65000,14.59
MORTGAGE,25920,10.65
RENT,65000,13.47
RENT,59000,16.32
RENT,66000,10.0
OTHER,25992,9.45
RENT,60996,16.0
RENT,62500,14.54
RENT,63000,14.42
MORTGAGE,26000,11.71
RENT,64000,15.31
RENT,72000,13.06
RENT,74000,14.84
RENT,74337,11.86
RENT,74999,17.27
MORTGAGE,26000,10.99
MORTGAGE,26000,
RENT,75000,
MORTGAGE,26000,10.59
RENT,75000,13.35
MORTGAGE,26000,7.91
RENT,69000,11.89
RENT,20000,14.26
OWN,26000,5.79
OWN,26000,10.36
MORTGAGE,26000,9.25
OWN,26000,5.79
RENT,23712,11.49
RENT,24000,17.99
MORTGAGE,26000,
RENT,24000,10.99
RENT,24000,12.84
RENT,24960,13.98
RENT,25000,14.65
RENT,25000,15.95
OWN,26000,16.45
MORTGAGE,26000,14.61
MORTGAGE,26000,7.74
RENT,28000,16.29
RENT,28000,7.51
MORTGAGE,26000,7.4
RENT,28000,10.25
RENT,28000,12.53
RENT,28600,7.9
RENT,29000,7.29
MORTGAGE,26000,12.84
RENT,29000,7.74
RENT,30000,7.51
RENT,30000,10.99
RENT,30000,7.49
MORTGAGE,26000,14.93
RENT,30000,
MORTGAGE,26000,10.46
RENT,30000,9.63
MORTGAGE,26004,9.91
MORTGAGE,26004,5.42
RENT,30035,12.87
MORTGAGE,26004,11.99
MORTGAGE,26004,7.49
RENT,33000,7.29
RENT,33388,10.99
MORTGAGE,26004,7.88
OWN,26004,
MORTGAGE,26004,11.14
RENT,33600,10.36
RENT,33600,11.86
RENT,34000,7.37
RENT,34800,11.99
RENT,34800,13.98
RENT,35000,
RENT,35000,11.99
RENT,29000,11.28
RENT,35100,13.49
RENT,35100,13.98
MORTGAGE,26400,8.9
RENT,36000,10.99
RENT,36000,9.88
RENT,36000,8.59
MORTGAGE,26400,8.9
RENT,36000,7.68
RENT,31000,14.96
RENT,32000,19.03
RENT,38000,15.27
RENT,32000,13.06
RENT,38400,
MORTGAGE,26400,
RENT,38400,14.22
RENT,33600,15.57
RENT,39996,7.49
RENT,40000,7.9
RENT,40000,6.03
RENT,40000,10.99
MORTGAGE,26400,
MORTGAGE,26400,12.99
RENT,40000,10.62
RENT,40000,6.76
RENT,34500,16.45
RENT,40800,6.91
RENT,42000,9.62
RENT,42000,13.16
RENT,43000,7.51
MORTGAGE,26400,10.74
RENT,45000,7.49
RENT,45000,7.4
RENT,45000,14.26
RENT,40800,15.57
RENT,48000,7.29
RENT,42000,15.58
RENT,49000,7.66
RENT,50000,13.49
MORTGAGE,26400,13.23
MORTGAGE,26400,11.49
RENT,50400,5.42
RENT,51000,7.14
RENT,54000,11.71
RENT,56000,11.49
RENT,58000,11.26
RENT,64000,10.75
OWN,26400,7.51
RENT,69000,7.29
RENT,70399,8.59
RENT,72000,7.88
MORTGAGE,26453,11.71
RENT,75000,13.23
RENT,87000,13.99
MORTGAGE,26500,14.46
RENT,96000,10.36
RENT,38000,
OWN,26500,8.0
RENT,14400,11.99
RENT,35000,6.76
RENT,77000,10.95
RENT,9960,7.29
MORTGAGE,26650,12.53
RENT,11000,6.91
MORTGAGE,26784,6.99
RENT,13000,11.89
RENT,14400,10.37
MORTGAGE,26796,8.32
RENT,14400,7.29
RENT,14400,7.14
RENT,15600,14.91
OWN,26886,
RENT,16200,7.49
RENT,16800,10.38
RENT,18000,11.89
MORTGAGE,27000,13.49
RENT,20400,18.25
OWN,27000,10.65
OWN,27000,7.9
RENT,20400,7.9
RENT,21600,5.99
OWN,27000,11.99
MORTGAGE,27000,15.99
RENT,26400,14.35
RENT,27600,13.06
RENT,28000,12.69
OWN,27000,10.74
RENT,30000,9.62
MORTGAGE,27000,5.79
OWN,27000,10.37
RENT,30000,10.14
RENT,31200,12.21
RENT,31500,8.88
RENT,32400,13.11
MORTGAGE,27000,9.62
OWN,27000,6.54
RENT,33000,8.32
RENT,34000,12.69
RENT,34000,9.91
RENT,34560,19.29
RENT,29004,15.7
MORTGAGE,27000,15.95
RENT,36000,13.99
RENT,36000,11.49
RENT,36000,10.37
RENT,40000,15.58
RENT,34000,14.61
RENT,40000,8.0
RENT,43000,8.49
RENT,43200,9.91
MORTGAGE,27000,
OWN,27000,8.94
RENT,44664,12.68
RENT,39000,15.95
RENT,48000,12.68
MORTGAGE,27000,
MORTGAGE,27000,12.18
RENT,55000,11.58
RENT,58000,15.23
RENT,58700,11.71
MORTGAGE,27000,10.39
RENT,60000,7.66
RENT,60000,
RENT,100000,8.59
RENT,9600,12.73
RENT,41000,7.9
RENT,45000,13.61
RENT,50000,6.99
RENT,54000,14.27
OTHER,27048,15.05
RENT,64000,13.49
RENT,89000,10.59
RENT,24000,13.49
RENT,26000,12.87
RENT,44400,10.0
MORTGAGE,27138,9.63
RENT,51500,14.79
RENT,23004,9.99
RENT,42000,5.42
RENT,69600,12.68
RENT,10000,10.83
MORTGAGE,27302,12.69
RENT,14650,15.62
MORTGAGE,27350,
MORTGAGE,27360,7.29
MORTGAGE,27442,10.99
MORTGAGE,27500,7.49
RENT,30000,15.62
RENT,30000,13.11
MORTGAGE,27500,
RENT,33000,14.27
RENT,40000,7.74
RENT,40044,11.86
OTHER,27568,14.42
RENT,35652,11.49
RENT,45000,10.59
MORTGAGE,27600,14.27
OWN,27600,11.71
OWN,27600,7.9
RENT,42000,10.0
MORTGAGE,27600,6.03
MORTGAGE,27600,7.51
MORTGAGE,27600,15.62
RENT,125000,
RENT,10000,7.51
RENT,21600,
RENT,30000,15.58
RENT,47000,10.74
MORTGAGE,27600,7.29
RENT,55560,14.27
RENT,101000,5.79
RENT,27000,16.29
RENT,27040,12.73
RENT,27996,11.89
RENT,28000,14.17
OWN,27600,
RENT,28500,
OWN,27600,8.59
MORTGAGE,27600,13.92
RENT,28596,11.46
RENT,28800,7.74
RENT,30000,7.51
RENT,30000,7.29
OWN,27800,6.99
RENT,30000,14.22
RENT,30000,16.82
RENT,30000,14.61
RENT,30000,13.92
RENT,31000,8.94
MORTGAGE,27983,7.88
RENT,31200,11.12
RENT,31500,10.99
RENT,32000,7.49
OWN,27996,15.99
RENT,32000,7.29
RENT,32000,13.92
RENT,32304,9.91
RENT,33000,11.48
OWN,27996,5.79
OWN,27996,14.72
OWN,27996,10.75
MORTGAGE,27996,15.21
MORTGAGE,27996,10.38
RENT,33600,19.41
RENT,33996,6.99
RENT,34942,10.99
RENT,35000,5.79
RENT,35000,10.0
RENT,35000,8.88
MORTGAGE,27996,9.63
RENT,35000,
RENT,29004,14.59
RENT,36000,15.23
RENT,36000,10.0
OWN,28000,6.62
RENT,36000,10.37
RENT,30996,15.99
RENT,38000,13.22
MORTGAGE,28000,6.03
MORTGAGE,28000,15.62
MORTGAGE,28000,5.99
RENT,38000,8.32
OWN,28000,9.99
RENT,39000,15.62
RENT,33996,16.82
RENT,40000,13.99
MORTGAGE,28000,12.99
MORTGAGE,28000,10.99
RENT,34000,8.94
RENT,40000,12.18
RENT,40000,11.78
RENT,34980,12.23
MORTGAGE,28000,
MORTGAGE,28000,10.99
RENT,41004,
RENT,42000,5.79
RENT,36000,13.16
RENT,42000,10.71
RENT,42769,7.49
MORTGAGE,28000,6.92
RENT,44400,11.63
MORTGAGE,28000,6.17
RENT,39000,8.49
MORTGAGE,28000,14.84
RENT,45000,7.51
RENT,45000,10.25
RENT,48000,10.36
RENT,42000,14.61
RENT,42500,17.19
RENT,48720,14.35
RENT,50000,14.26
RENT,50400,
RENT,50500,11.89
RENT,51600,12.61
RENT,51996,13.85
OWN,28000,12.53
MORTGAGE,28000,11.14
RENT,52000,11.99
RENT,54000,14.17
MORTGAGE,28000,8.0
OWN,28000,15.37
RENT,54000,9.62
MORTGAGE,28000,7.68
RENT,54000,13.98
OTHER,28000,10.83
RENT,55400,12.84
RENT,57000,
RENT,51000,15.58
RENT,57160,11.36
RENT,57996,10.75
RENT,58000,5.42
RENT,60000,13.57
RENT,63000,12.42
RENT,63128,7.49
RENT,71000,6.99
RENT,69764,14.42
OWN,28176,9.63
MORTGAGE,28296,
RENT,96000,
RENT,155004,
RENT,10008,10.36
MORTGAGE,28440,9.99
RENT,12000,10.59
RENT,14400,18.25
RENT,15120,7.51
RENT,15360,12.69
RENT,21600,
OWN,28500,14.59
RENT,22800,13.06
RENT,20000,7.74
OWN,28500,12.87
MORTGAGE,28500,7.68
RENT,24960,11.11
RENT,28800,15.21
RENT,46300,6.54
RENT,60000,6.54
MORTGAGE,28596,7.29
RENT,17688,11.11
RENT,18600,9.99
MORTGAGE,28644,10.75
RENT,45000,14.72
MORTGAGE,28692,10.75
RENT,9600,8.94
MORTGAGE,28776,8.9
OWN,28800,8.9
RENT,9840,9.99
OWN,28800,8.9
RENT,10000,14.72
RENT,10000,15.05
MORTGAGE,28800,6.62
RENT,10008,7.49
RENT,17000,10.95
RENT,22000,
RENT,22800,15.7
RENT,96000,6.54
RENT,22800,6.99
RENT,40000,6.54
RENT,45000,12.72
MORTGAGE,28800,8.9
RENT,14400,6.92
MORTGAGE,28800,11.99
MORTGAGE,28800,8.49
MORTGAGE,28800,9.99
RENT,18000,6.62
MORTGAGE,28800,
RENT,18000,13.8
RENT,18000,12.18
OWN,28800,8.49
MORTGAGE,28800,
MORTGAGE,28800,7.49
RENT,21000,10.65
MORTGAGE,28800,7.49
OWN,28800,16.49
RENT,22584,8.49
MORTGAGE,28800,7.49
RENT,24000,11.26
RENT,25000,12.69
MORTGAGE,28800,5.42
OWN,28800,
RENT,28000,12.53
RENT,45000,16.49
RENT,45000,12.61
OWN,28800,11.11
MORTGAGE,28800,9.63
RENT,45000,14.11
OWN,28800,10.74
RENT,45336,15.21
RENT,48000,11.49
RENT,48000,13.35
RENT,50960,16.02
MORTGAGE,28800,13.23
RENT,57000,14.27
RENT,58000,12.18
RENT,71004,11.12
RENT,73000,11.41
RENT,75000,9.25
RENT,75000,8.94
MORTGAGE,28800,
RENT,14400,15.62
MORTGAGE,28800,9.88
RENT,19200,12.68
MORTGAGE,28800,10.25
RENT,35000,7.12
RENT,13200,6.99
RENT,14400,13.49
RENT,19392,
RENT,26500,7.29
RENT,32000,13.49
RENT,30000,12.18
RENT,42000,6.17
RENT,16800,10.37
MORTGAGE,28880,8.59
RENT,31200,13.11
MORTGAGE,28900,12.98
MORTGAGE,28932,
RENT,10000,10.25
MORTGAGE,28989,8.0
RENT,12000,7.74
RENT,12000,11.89
RENT,14000,
MORTGAGE,29000,7.9
RENT,14400,10.65
RENT,14400,17.49
MORTGAGE,29000,11.99
RENT,14400,10.37
RENT,14400,5.79
RENT,14400,6.92
MORTGAGE,29000,8.49
RENT,14400,15.58
RENT,15000,7.88
RENT,15600,7.9
RENT,15915,15.05
RENT,15996,13.48
RENT,17616,10.37
RENT,18000,7.51
RENT,18000,14.79
RENT,18000,5.42
RENT,18000,13.3
RENT,19176,14.22
MORTGAGE,29000,10.62
RENT,19200,13.49
RENT,19200,10.59
RENT,19200,6.17
RENT,19728,7.49
RENT,20000,
RENT,20004,8.59
MORTGAGE,29004,11.99
MORTGAGE,29004,9.25
MORTGAGE,29004,6.91
RENT,21000,14.22
OWN,29004,13.16
RENT,21600,11.71
RENT,21600,16.89
RENT,22000,13.99
RENT,22000,7.29
RENT,22004,10.39
RENT,23040,13.11
RENT,23587,11.89
RENT,24000,
RENT,24000,12.69
RENT,24000,16.59
RENT,24000,18.39
OWN,29120,8.94
RENT,24000,12.61
MORTGAGE,29124,15.68
RENT,24000,10.38
RENT,24000,14.35
RENT,24000,13.11
OWN,29184,5.42
MORTGAGE,29200,6.76
MORTGAGE,29232,11.71
RENT,24000,11.14
MORTGAGE,29328,7.74
RENT,24000,14.61
RENT,24000,16.0
RENT,24432,11.36
RENT,24702,13.23
RENT,25000,6.62
RENT,25000,9.91
RENT,25200,14.96
RENT,25500,13.47
OWN,29553,7.49
RENT,26000,12.99
MORTGAGE,29664,13.57
OTHER,29666,9.32
RENT,26496,13.61
RENT,27600,13.99
RENT,28800,8.49
RENT,30000,11.71
RENT,30000,12.42
RENT,30000,13.43
MORTGAGE,29952,14.46
RENT,30000,7.66
RENT,30000,21.27
MORTGAGE,29996,12.84
RENT,82000,18.25
RENT,70550,16.77
RENT,95000,12.42
RENT,95000,9.88
RENT,95000,15.05
MORTGAGE,30000,6.03
MORTGAGE,30000,14.27
OWN,30000,13.49
RENT,83600,8.49
RENT,96000,8.88
RENT,84000,16.0
RENT,96000,11.58
RENT,97440,7.49
RENT,99000,6.99
RENT,100000,13.49
MORTGAGE,30000,7.51
RENT,100000,7.49
RENT,100000,6.99
RENT,88000,9.99
MORTGAGE,30000,12.42
RENT,100000,14.26
RENT,100000,11.89
RENT,100896,14.42
RENT,102000,14.22
OWN,30000,6.62
RENT,105000,10.95
RENT,105504,15.95
MORTGAGE,30000,11.71
RENT,108820,9.63
RENT,109000,10.65
RENT,110000,12.18
RENT,98000,14.93
RENT,111000,10.62
RENT,118300,12.68
RENT,120000,7.51
RENT,120000,
RENT,121000,
RENT,122000,11.58
RENT,125000,
MORTGAGE,30000,7.9
MORTGAGE,30000,10.65
RENT,125000,12.99
RENT,118000,17.58
RENT,123000,15.37
RENT,140000,14.17
MORTGAGE,30000,13.49
MORTGAGE,30000,18.64
MORTGAGE,30000,7.51
RENT,156000,12.42
RENT,148000,16.82
RENT,200004,10.59
RENT,210000,12.99
MORTGAGE,30000,6.62
RENT,165000,6.62
RENT,33996,15.37
RENT,55000,11.83
RENT,58900,13.57
MORTGAGE,30000,6.03
RENT,31500,8.9
RENT,28800,7.49
MORTGAGE,30000,6.62
MORTGAGE,30000,6.62
MORTGAGE,30000,6.03
RENT,30000,10.38
RENT,30000,11.49
RENT,30000,14.22
RENT,30000,8.07
RENT,30972,16.29
RENT,31200,14.65
MORTGAGE,30000,11.99
RENT,32000,10.59
RENT,32000,16.49
RENT,32000,11.49
RENT,32000,12.53
RENT,32640,10.0
MORTGAGE,30000,
RENT,33000,6.03
RENT,33000,12.61
RENT,33000,
RENT,40000,11.99
RENT,40000,
RENT,40000,14.72
RENT,50400,
RENT,50450,9.88
RENT,53000,10.36
RENT,53117,13.79
RENT,55000,7.49
OWN,30000,
RENT,56496,9.32
RENT,57000,11.36
RENT,57450,13.35
RENT,58020,6.91
RENT,60000,13.06
RENT,60000,9.63
RENT,54000,18.3
OWN,30000,5.99
RENT,61000,7.9
RENT,62000,13.49
RENT,62000,15.27
RENT,62400,12.53
MORTGAGE,30000,16.49
RENT,57996,15.37
RENT,65000,14.27
RENT,65000,7.51
RENT,67000,
RENT,70000,7.66
MORTGAGE,30000,9.67
MORTGAGE,30000,11.99
RENT,70000,12.84
MORTGAGE,30000,11.49
RENT,70000,8.7
RENT,70028,
RENT,75000,9.99
RENT,75000,13.43
OWN,30000,7.49
RENT,75000,5.79
RENT,76248,
MORTGAGE,30000,5.99
MORTGAGE,30000,11.99
MORTGAGE,30000,14.79
MORTGAGE,30000,10.99
RENT,80000,9.99
RENT,80000,11.49
RENT,80004,
RENT,89100,13.49
RENT,90000,7.88
RENT,99996,13.57
RENT,100000,10.62
RENT,101424,7.29
RENT,108000,16.29
MORTGAGE,30000,5.79
OWN,30000,10.0
RENT,130000,6.99
RENT,25000,10.59
MORTGAGE,30000,
RENT,10000,12.21
RENT,12000,8.94
RENT,14400,14.83
RENT,15000,13.11
RENT,21600,9.99
OWN,30000,7.66
RENT,23000,13.48
RENT,24000,12.21
MORTGAGE,30000,5.42
RENT,33600,
RENT,34560,17.04
MORTGAGE,30000,6.92
RENT,40000,6.39
RENT,44400,17.27
OWN,30000,7.29
RENT,45000,11.48
RENT,52800,6.76
RENT,60000,14.65
RENT,60000,13.43
OWN,30000,
RENT,54000,17.14
MORTGAGE,30000,7.29
RENT,80000,
RENT,87000,
RENT,79050,9.91
RENT,110000,7.12
MORTGAGE,30000,7.66
RENT,43000,8.9
RENT,17772,
RENT,57600,15.62
RENT,28800,7.9
MORTGAGE,30000,
RENT,30000,10.65
RENT,30000,7.9
MORTGAGE,30000,
RENT,30000,6.99
RENT,30000,11.26
RENT,32000,13.49
MORTGAGE,30000,12.61
RENT,32000,12.23
RENT,32400,7.51
RENT,32500,14.17
RENT,34000,10.62
MORTGAGE,30000,6.17
RENT,37000,6.92
RENT,37000,9.88
RENT,37148,14.42
RENT,37947,7.9
RENT,39000,10.37
RENT,39900,10.37
RENT,40000,
RENT,40000,6.03
RENT,40000,13.11
RENT,34000,14.61
OWN,30000,12.61
MORTGAGE,30000,14.46
MORTGAGE,30000,13.72
MORTGAGE,30000,6.91
RENT,34400,16.0
OWN,30000,6.54
RENT,41000,
RENT,41340,17.49
RENT,12000,
RENT,15000,
RENT,15000,7.88
RENT,16200,16.49
RENT,22000,
RENT,24000,15.23
RENT,26004,9.91
RENT,27500,12.53
RENT,27996,15.95
RENT,35360,7.49
RENT,38400,12.69
MORTGAGE,30000,16.45
RENT,39000,10.99
RENT,39270,11.72
MORTGAGE,30000,14.72
OWN,30000,10.38
RENT,46080,11.99
RENT,55000,5.79
MORTGAGE,30000,7.88
MORTGAGE,30000,7.51
RENT,75000,7.9
RENT,52500,7.66
MORTGAGE,30000,14.35
RENT,16000,13.49
RENT,29140,12.73
RENT,42000,10.38
RENT,14000,15.33
RENT,25920,11.11
OWN,30000,13.98
RENT,30000,10.99
RENT,34416,6.76
RENT,36400,7.4
RENT,62400,11.71
OWN,30000,11.12
RENT,78000,17.58
MORTGAGE,30000,10.38
MORTGAGE,30000,13.23
RENT,14400,9.91
RENT,44400,13.98
RENT,12000,6.92
MORTGAGE,30000,7.14
RENT,13000,16.82
RENT,13288,17.27
MORTGAGE,30000,13.48
MORTGAGE,30000,7.14
RENT,15648,11.71
RENT,16428,12.23
RENT,16800,13.98
MORTGAGE,30000,10.62
MORTGAGE,30000,10.62
RENT,18000,13.06
MORTGAGE,30000,13.11
MORTGAGE,30000,13.48
RENT,18000,14.72
RENT,18000,13.61
MORTGAGE,30000,14.22
RENT,20000,15.62
MORTGAGE,30000,10.99
RENT,21600,16.29
RENT,21600,15.23
RENT,21996,12.53
MORTGAGE,30000,10.99
RENT,22790,8.94
RENT,22800,10.36
MORTGAGE,30000,11.48
RENT,23000,5.99
RENT,24000,16.29
RENT,25000,15.28
OWN,30000,11.14
RENT,25000,13.8
RENT,25000,13.61
RENT,26000,11.58
RENT,26400,14.79
RENT,26400,13.92
RENT,27259,10.59
RENT,28000,11.49
RENT,28800,14.26
RENT,30000,17.19
RENT,30000,16.49
RENT,30000,13.72
RENT,30720,7.9
MORTGAGE,30000,7.74
RENT,30720,13.98
RENT,32000,11.99
RENT,32400,16.77
RENT,32995,11.48
OWN,30000,13.22
RENT,35000,
RENT,35000,12.53
MORTGAGE,30000,8.94
RENT,37800,14.26
RENT,40000,8.9
RENT,40000,5.42
MORTGAGE,30000,13.22
MORTGAGE,30000,8.59
RENT,40000,12.73
MORTGAGE,30000,7.4
RENT,34000,10.83
RENT,41300,12.68
RENT,41600,12.22
MORTGAGE,30000,13.57
MORTGAGE,30000,8.0
MORTGAGE,30000,
MORTGAGE,30000,11.89
MORTGAGE,30000,13.16
MORTGAGE,30000,9.32
MORTGAGE,30000,9.63
RENT,43000,10.99
RENT,37080,10.65
RENT,44000,7.66
RENT,44004,14.09
MORTGAGE,30000,8.0
RENT,45000,12.18
RENT,46000,9.91
RENT,47000,13.75
MORTGAGE,30000,14.42
RENT,48000,8.49
MORTGAGE,30000,
RENT,48000,10.59
RENT,48000,12.99
RENT,49800,11.83
RENT,52000,7.88
MORTGAGE,30000,9.32
RENT,54000,8.0
RENT,54500,9.32
RENT,56000,8.9
RENT,57500,15.23
RENT,60000,11.49
RENT,54000,13.49
RENT,54000,14.09
MORTGAGE,30000,9.38
RENT,63000,7.14
RENT,63300,7.9
RENT,66000,7.4
RENT,67000,12.99
RENT,70000,
MORTGAGE,30000,10.71
RENT,95000,5.99
RENT,95000,9.25
RENT,95000,
RENT,87999,14.79
RENT,36000,8.49
RENT,16000,
RENT,24000,7.9
RENT,10800,8.88
RENT,12000,11.99
RENT,12540,7.88
RENT,12600,13.11
RENT,95000,11.11
RENT,31000,13.43
RENT,38000,9.91
RENT,43000,10.95
RENT,45312,7.88
OWN,30200,10.99
MORTGAGE,30200,10.2
RENT,51000,12.23
MORTGAGE,30280,7.29
MORTGAGE,30288,12.73
OWN,30288,19.47
MORTGAGE,30300,7.74
RENT,53000,6.99
RENT,57000,6.92
RENT,57772,13.99
RENT,60000,7.49
RENT,68000,10.62
RENT,68000,12.21
RENT,71000,12.69
RENT,77508,12.87
MORTGAGE,30576,6.03
RENT,100000,7.14
RENT,185000,5.99
RENT,35000,10.65
MORTGAGE,30652,14.54
RENT,29000,14.26
RENT,29000,12.61
RENT,35000,
RENT,38000,9.99
MORTGAGE,30720,11.12
RENT,50000,14.59
RENT,33000,7.66
RENT,39875,16.0
RENT,54000,17.58
RENT,24000,10.37
MORTGAGE,30873,10.99
RENT,30000,16.4
RENT,33300,
RENT,37500,13.49
RENT,38400,10.99
RENT,40000,11.71
RENT,40000,
RENT,35000,13.49
RENT,40000,16.77
OWN,30996,11.86
OWN,30996,7.51
RENT,31500,11.71
RENT,44248,
RENT,46596,12.53
RENT,60000,6.62
RENT,60000,8.49
MORTGAGE,31000,7.9
RENT,54000,14.91
RENT,62000,
MORTGAGE,31000,7.51
RENT,72000,7.29
RENT,75000,6.17
RENT,76000,12.23
OWN,31000,
MORTGAGE,31000,5.42
RENT,80952,16.77
RENT,71040,7.49
MORTGAGE,31000,5.42
MORTGAGE,31000,5.42
MORTGAGE,31000,7.66
RENT,135000,
RENT,24000,15.7
MORTGAGE,31000,5.42
RENT,24000,12.87
MORTGAGE,31000,14.84
MORTGAGE,31000,10.38
RENT,28000,16.29
RENT,28000,7.9
RENT,28800,14.46
MORTGAGE,31000,11.36
RENT,30000,13.11
RENT,31200,13.11
RENT,33800,13.57
RENT,34000,9.63
RENT,35000,13.22
RENT,36000,17.27
MORTGAGE,31000,13.79
RENT,36000,7.29
MORTGAGE,31000,10.33
MORTGAGE,31000,12.54
RENT,30000,13.57
RENT,36000,11.14
MORTGAGE,31000,
RENT,37000,10.25
MORTGAGE,31164,6.62
RENT,38000,
RENT,38400,11.71
RENT,38400,10.74
MORTGAGE,31200,7.9
RENT,39000,11.83
RENT,40000,10.99
RENT,40000,14.26
MORTGAGE,31200,17.58
RENT,40800,13.57
MORTGAGE,31200,10.99
RENT,36000,5.99
RENT,42000,15.31
RENT,43000,12.87
RENT,37200,16.0
RENT,44000,13.47
RENT,44100,8.9
RENT,39000,10.75
MORTGAGE,31200,9.99
RENT,46000,10.99
MORTGAGE,31200,5.42
RENT,46540,
MORTGAGE,31200,5.79
RENT,48000,9.99
MORTGAGE,31200,7.29
RENT,48000,11.26
RENT,49000,6.17
RENT,44000,16.29
RENT,20640,12.68
MORTGAGE,31200,7.51
RENT,21600,5.99
RENT,21996,11.89
RENT,22000,7.14
MORTGAGE,31200,7.51
RENT,22000,7.51
RENT,22000,9.76
RENT,22200,16.29
RENT,22406,6.76
RENT,24000,11.71
MORTGAGE,31200,14.59
RENT,24000,10.74
MORTGAGE,31200,
OWN,31200,12.18
MORTGAGE,31200,7.74
RENT,24960,7.51
MORTGAGE,31200,14.26
RENT,24996,12.98
RENT,24996,10.99
RENT,25000,6.91
RENT,25000,13.48
RENT,25000,11.14
OWN,31215,9.91
MORTGAGE,31303,
MORTGAGE,31356,
RENT,26400,10.62
RENT,26940,5.42
RENT,27000,13.61
RENT,27024,16.69
MORTGAGE,31500,7.51
RENT,27200,13.49
MORTGAGE,31500,8.9
OWN,31500,6.03
RENT,28200,16.77
RENT,28500,11.36
RENT,29000,10.99
RENT,29000,12.84
RENT,30000,9.88
MORTGAGE,31500,9.88
RENT,31000,14.54
RENT,31200,10.37
MORTGAGE,31544,7.9
OWN,31577,6.92
RENT,32000,7.4
RENT,33000,10.59
RENT,33448,11.66
RENT,33500,15.68
RENT,34368,12.87
MORTGAGE,31776,8.9
RENT,34800,6.39
RENT,35000,8.9
RENT,35000,7.51
RENT,29000,
RENT,30000,8.49
RENT,30000,7.14
RENT,30000,13.16
MORTGAGE,31920,
RENT,37000,7.14
RENT,37225,
OTHER,31992,
RENT,32000,16.45
RENT,38060,12.53
RENT,39200,7.74
MORTGAGE,32000,11.71
RENT,40000,15.27
RENT,40000,9.99
RENT,40000,
MORTGAGE,32000,7.9
RENT,34000,13.57
RENT,35500,15.62
RENT,36000,16.77
RENT,42000,9.99
MORTGAGE,32000,7.9
RENT,42000,11.49
RENT,42000,13.61
RENT,42000,13.92
RENT,36228,7.66
MORTGAGE,32000,11.71
RENT,42500,
RENT,43000,13.49
RENT,37000,17.49
RENT,45000,12.69
MORTGAGE,32000,5.99
MORTGAGE,32000,5.42
MORTGAGE,32000,5.99
RENT,45000,14.35
RENT,46000,8.49
RENT,46500,14.72
RENT,47004,15.65
MORTGAGE,32000,8.49
RENT,48000,13.35
RENT,49500,14.27
MORTGAGE,32000,5.99
RENT,45630,18.64
RENT,51873,
MORTGAGE,32000,7.49
RENT,52000,14.82
RENT,46180,13.98
RENT,54000,13.98
RENT,54000,16.32
MORTGAGE,32000,11.11
RENT,54996,14.35
RENT,48996,14.59
RENT,55000,7.88
RENT,55000,
RENT,49000,
RENT,57600,14.72
MORTGAGE,32000,10.74
RENT,59000,14.96
RENT,60000,
RENT,60000,8.63
RENT,61000,7.49
MORTGAGE,32000,12.61
MORTGAGE,32000,11.49
RENT,63000,14.72
RENT,64000,10.99
RENT,65004,10.08
RENT,69996,12.53
MORTGAGE,32000,10.75
RENT,54400,16.49
MORTGAGE,32000,6.76
RENT,64000,11.14
RENT,70082,12.61
RENT,79800,9.62
RENT,82400,13.92
RENT,85000,8.59
RENT,92500,10.74
MORTGAGE,32000,8.94
